product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Archen,£148.00,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.","['archen', 'Defeatist', 'First Bird']",267 in stock,4705,"Categories: First Bird, Pokemon"
Archeops,£25.00,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,"['archeops', 'Defeatist', 'First Bird']",181 in stock,1822,"Categories: First Bird, Pokemon"
Trubbish,£95.00,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,"['Stench', 'Trash Bag', 'trubbish']",229 in stock,3015,"Categories: Pokemon, Trash Bag"
Garbodor,£133.00,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,"['garbodor', 'Stench', 'Trash Heap']",73 in stock,6031,"Categories: Pokemon, Trash Heap"
Zorua,£55.00,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.","['Illusion', 'Tricky Fox', 'zorua']",245 in stock,6103,"Categories: Pokemon, Tricky Fox"
Minccino,£148.00,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.","['Chinchilla', 'Cute Charm', 'minccino']",213 in stock,9722,"Categories: Chinchilla, Pokemon"
Cinccino,£55.00,"Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.","['cinccino', 'Cute Charm', 'Scarf']",159 in stock,3396,"Categories: Pokemon, Scarf"
Gothita,£60.00,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.","['Fixation', 'Frisk', 'gothita']",185 in stock,7024,"Categories: Fixation, Pokemon"
Gothorita,£87.00,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.","['Frisk', 'gothorita', 'Manipulate']",148 in stock,5260,"Categories: Manipulate, Pokemon"
Gothitelle,£182.00,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,"['Astral Body', 'Frisk', 'gothitelle']",52 in stock,1473,"Categories: Astral Body, Pokemon"
Solosis,£48.00,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"['Cell', 'Magic Guard', 'solosis']",226 in stock,7460,"Categories: Cell, Pokemon"
Duosion,£84.00,"When their two divided brains think the same thoughts, their psychic power is maximized.","['duosion', 'Magic Guard', 'Mitosis']",183 in stock,2453,"Categories: Mitosis, Pokemon"
Reuniclus,£95.00,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","['Magic Guard', 'Multiplying', 'reuniclus']",193 in stock,1792,"Categories: Multiplying, Pokemon"
Ducklett,£168.00,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.","['ducklett', 'Keen Eye', 'Water Bird']",275 in stock,4228,"Categories: Pokemon, Water Bird"
Swanna,£159.00,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"['Keen Eye', 'swanna', 'White Bird']",238 in stock,5069,"Categories: Pokemon, White Bird"
Vanillite,£168.00,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,"['Fresh Snow', 'Ice Body', 'vanillite']",284 in stock,1774,"Categories: Fresh Snow, Pokemon"
Vanillish,£55.00,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.","['Ice Body', 'Icy Snow', 'vanillish']",218 in stock,5776,"Categories: Icy Snow, Pokemon"
Vanilluxe,£73.00,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.","['Ice Body', 'Snowstorm', 'vanilluxe']",30 in stock,2362,"Categories: Pokemon, Snowstorm"
Deerling,£87.00,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,"['Chlorophyll', 'deerling', 'Season']",159 in stock,5837,"Categories: Pokemon, Season"
Sawsbuck,£73.00,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.","['Chlorophyll', 'sawsbuck', 'Season']",299 in stock,6782,"Categories: Pokemon, Season"
Karrablast,£25.00,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,"['Clamping', 'karrablast', 'Shed Skin']",296 in stock,9391,"Categories: Clamping, Pokemon"
Escavalier,£48.00,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,"['Cavalry', 'escavalier', 'Swarm']",281 in stock,1906,"Categories: Cavalry, Pokemon"
Foongus,£105.00,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.","['Effect Spore', 'foongus', 'Mushroom']",225 in stock,7154,"Categories: Mushroom, Pokemon"
Frillish,£123.00,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.","['Floating', 'frillish', 'Water Absorb']",32 in stock,5310,"Categories: Floating, Pokemon"
Jellicent,£168.00,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.","['Floating', 'jellicent', 'Water Absorb']",216 in stock,2412,"Categories: Floating, Pokemon"
Alomomola,£123.00,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,"['alomomola', 'Caring', 'Hydration']",296 in stock,8864,"Categories: Caring, Pokemon"
Joltik,£168.00,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.","['Attaching', 'Compound Eyes', 'joltik']",137 in stock,4385,"Categories: Attaching, Pokemon"
Galvantula,£168.00,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","['Compound Eyes', 'EleSpider', 'galvantula']",61 in stock,4595,"Categories: EleSpider, Pokemon"
Ferroseed,£185.00,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,"['ferroseed', 'Iron Barbs', 'Thorn Seed']",149 in stock,5368,"Categories: Pokemon, Thorn Seed"
Ferrothorn,£123.00,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.","['ferrothorn', 'Iron Barbs', 'Thorn Pod']",74 in stock,5533,"Categories: Pokemon, Thorn Pod"
Klink,£128.00,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"['Gear', 'klink', 'Plus']",84 in stock,5294,"Categories: Gear, Pokemon"
Klang,£123.00,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.","['Gear', 'klang', 'Plus']",114 in stock,9991,"Categories: Gear, Pokemon"
Klinklang,£159.00,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"['Gear', 'klinklang', 'Plus']",87 in stock,9489,"Categories: Gear, Pokemon"
Tynamo,£48.00,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.","['EleFish', 'Levitate', 'tynamo']",46 in stock,7438,"Categories: EleFish, Pokemon"
Eelektrik,£165.00,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.","['eelektrik', 'EleFish', 'Levitate']",150 in stock,5128,"Categories: EleFish, Pokemon"
Eelektross,£95.00,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,"['eelektross', 'EleFish', 'Levitate']",111 in stock,2066,"Categories: EleFish, Pokemon"
Elgyem,£84.00,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,"['Cerebral', 'elgyem', 'Synchronize']",111 in stock,3449,"Categories: Cerebral, Pokemon"
Beheeyem,£148.00,It uses psychic power to control an opponent’s brain and tamper with its memories.,"['beheeyem', 'Cerebral', 'Synchronize']",68 in stock,7367,"Categories: Cerebral, Pokemon"
Litwick,£76.00,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","['Candle', 'Flash Fire', 'litwick']",76 in stock,7933,"Categories: Candle, Pokemon"
Lampent,£48.00,It arrives near the moment of death and steals spirit from the body.,"['Flash Fire', 'Lamp', 'lampent']",48 in stock,6418,"Categories: Lamp, Pokemon"
Axew,£25.00,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.","['axew', 'Rivalry', 'Tusk']",142 in stock,9236,"Categories: Pokemon, Tusk"
Fraxure,£128.00,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","['Axe Jaw', 'fraxure', 'Rivalry']",234 in stock,8993,"Categories: Axe Jaw, Pokemon"
Haxorus,£159.00,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,"['Axe Jaw', 'haxorus', 'Rivalry']",239 in stock,3951,"Categories: Axe Jaw, Pokemon"
Cubchoo,£87.00,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","['Chill', 'cubchoo', 'Snow Cloak']",45 in stock,3643,"Categories: Chill, Pokemon"
Beartic,£182.00,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,"['beartic', 'Freezing', 'Snow Cloak']",272 in stock,1322,"Categories: Freezing, Pokemon"
Cryogonal,£123.00,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.","['cryogonal', 'Crystallizing', 'Levitate']",203 in stock,5993,"Categories: Crystallizing, Pokemon"
Shelmet,£55.00,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,"['Hydration', 'shelmet', 'Snail']",131 in stock,8708,"Categories: Pokemon, Snail"
Accelgor,£185.00,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","['accelgor', 'Hydration', 'Shell Out']",124 in stock,7958,"Categories: Pokemon, Shell Out"
Stunfisk,£148.00,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.","['Static', 'stunfisk', 'Trap']",288 in stock,2448,"Categories: Pokemon, Trap"
Mienfoo,£156.00,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","['Inner Focus', 'Martial Arts', 'mienfoo']",82 in stock,2424,"Categories: Martial Arts, Pokemon"
Mienshao,£168.00,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.","['Inner Focus', 'Martial Arts', 'mienshao']",253 in stock,8121,"Categories: Martial Arts, Pokemon"
Druddigon,£185.00,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","['Cave', 'druddigon', 'Rough Skin']",266 in stock,4185,"Categories: Cave, Pokemon"
Golett,£123.00,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,"['Automaton', 'golett', 'Iron Fist']",274 in stock,8500,"Categories: Automaton, Pokemon"
Golurk,£84.00,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,"['Automaton', 'golurk', 'Iron Fist']",133 in stock,5196,"Categories: Automaton, Pokemon"
Pawniard,£182.00,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.","['Inner Focus', 'pawniard', 'Sharp Blade']",58 in stock,3172,"Categories: Pokemon, Sharp Blade"
Bisharp,£162.00,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,"['bisharp', 'Inner Focus', 'Sword Blade']",255 in stock,8828,"Categories: Pokemon, Sword Blade"
Bouffalant,£25.00,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.","['Bash Buffalo', 'bouffalant', 'Reckless']",201 in stock,5666,"Categories: Bash Buffalo, Pokemon"
Rufflet,£130.00,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.","['Eaglet', 'Keen Eye', 'rufflet']",194 in stock,8587,"Categories: Eaglet, Pokemon"
Braviary,£133.00,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,"['braviary', 'Keen Eye', 'Valiant']",262 in stock,1770,"Categories: Pokemon, Valiant"
Vullaby,£182.00,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,"['Big Pecks', 'Diapered', 'vullaby']",16 in stock,8446,"Categories: Diapered, Pokemon"
Mandibuzz,£133.00,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.","['Big Pecks', 'Bone Vulture', 'mandibuzz']",296 in stock,7635,"Categories: Bone Vulture, Pokemon"
Heatmor,£165.00,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.","['Anteater', 'Flash Fire', 'heatmor']",299 in stock,5965,"Categories: Anteater, Pokemon"
Durant,£182.00,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","['durant', 'Iron Ant', 'Swarm']",272 in stock,2490,"Categories: Iron Ant, Pokemon"
Deino,£105.00,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.","['deino', 'Hustle', 'Irate']",40 in stock,8088,"Categories: Irate, Pokemon"
Zweilous,£168.00,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.","['Hostile', 'Hustle', 'zweilous']",69 in stock,6661,"Categories: Hostile, Pokemon"
Hydreigon,£73.00,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!","['Brutal', 'hydreigon', 'Levitate']",299 in stock,9310,"Categories: Brutal, Pokemon"
Volcarona,£60.00,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.","['Flame Body', 'sun', 'volcarona']",57 in stock,6817,"Categories: Pokemon, Sun"
Cobalion,£159.00,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,"['cobalion', 'Iron Will', 'Justified']",94 in stock,5798,"Categories: Iron Will, Pokemon"
Terrakion,£87.00,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.","['Cavern', 'Justified', 'terrakion']",136 in stock,1701,"Categories: Cavern, Pokemon"
Virizion,£55.00,Legends say this Pokémon confounded opponents with its swift movements.,"['Grassland', 'Justified', 'virizion']",161 in stock,7907,"Categories: Grassland, Pokemon"
Reshiram,£73.00,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.","['reshiram', 'Turboblaze', 'Vast White']",235 in stock,6531,"Categories: Pokemon, Vast White"
Zekrom,£84.00,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.","['Deep Black', 'Teravolt', 'zekrom']",253 in stock,8154,"Categories: Deep Black, Pokemon"
Genesect,£156.00,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,"['Download', 'genesect', 'Paleozoic']",30 in stock,4041,"Categories: Paleozoic, Pokemon"
Chespin,£182.00,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,"['chespin', 'Overgrow', 'Spiny Nut']",267 in stock,2048,"Categories: Pokemon, Spiny Nut"
Quilladin,£73.00,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,"['Overgrow', 'quilladin', 'Spiny Armor']",61 in stock,7500,"Categories: Pokemon, Spiny Armor"
Chesnaught,£165.00,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.","['chesnaught', 'Overgrow', 'Spiny Armor']",145 in stock,5360,"Categories: Pokemon, Spiny Armor"
Fennekin,£95.00,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.","['Blaze', 'fennekin', 'Fox']",183 in stock,1069,"Categories: Fox, Pokemon"
Braixen,£130.00,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.","['Blaze', 'braixen', 'Fox']",71 in stock,6617,"Categories: Fox, Pokemon"
Delphox,£73.00,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.","['Blaze', 'delphox', 'Fox']",146 in stock,3188,"Categories: Fox, Pokemon"
Froakie,£48.00,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.","['Bubble Frog', 'froakie', 'Torrent']",143 in stock,8475,"Categories: Bubble Frog, Pokemon"
Frogadier,£162.00,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.","['Bubble Frog', 'frogadier', 'Torrent']",58 in stock,4488,"Categories: Bubble Frog, Pokemon"
Greninja,£130.00,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.","['greninja', 'Ninja', 'Torrent']",213 in stock,1004,"Categories: Ninja, Pokemon"
Bunnelby,£76.00,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,"['bunnelby', 'Digging', 'Pickup']",194 in stock,1862,"Categories: Digging, Pokemon"
Fletchling,£76.00,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.","['Big Pecks', 'fletchling', 'Tiny Robin']",127 in stock,6897,"Categories: Pokemon, Tiny Robin"
Fletchinder,£25.00,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.","['Ember', 'Flame Body', 'fletchinder']",36 in stock,9413,"Categories: Ember, Pokemon"
Talonflame,£182.00,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.","['Flame Body', 'Scorching', 'talonflame']",205 in stock,6530,"Categories: Pokemon, Scorching"
Scatterbug,£165.00,"The powder that covers its body regulates its temperature, so it can live in any region or climate.","['scatterbug', 'Scatterdust', 'Shield Dust']",50 in stock,5928,"Categories: Pokemon, Scatterdust"
Spewpa,£84.00,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.","['Scatterdust', 'Shed Skin', 'spewpa']",168 in stock,2784,"Categories: Pokemon, Scatterdust"
Vivillon,£105.00,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,"['Scale', 'Shield Dust', 'vivillon']",208 in stock,9125,"Categories: Pokemon, Scale"
Litleo,£130.00,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,"['Lion Cub', 'litleo', 'Rivalry']",288 in stock,5074,"Categories: Lion Cub, Pokemon"
Pyroar,£76.00,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.","['pyroar', 'Rivalry', 'Royal']",38 in stock,5896,"Categories: Pokemon, Royal"
Flabebe,£185.00,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","['flabebe', 'Flower Veil', 'Single Bloom']",24 in stock,1253,"Categories: Pokemon, Single Bloom"
Floette,£87.00,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","['floette', 'Flower Veil', 'Single Bloom']",270 in stock,4585,"Categories: Pokemon, Single Bloom"
Florges,£148.00,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.","['florges', 'Flower Veil', 'Garden']",25 in stock,9793,"Categories: Garden, Pokemon"
Skiddo,£55.00,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.","['Mount', 'Sap Sipper', 'skiddo']",271 in stock,5049,"Categories: Mount, Pokemon"
Gogoat,£76.00,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,"['gogoat', 'Mount', 'Sap Sipper']",104 in stock,6039,"Categories: Mount, Pokemon"
Pangoro,£84.00,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.","['Daunting', 'Iron Fist', 'pangoro']",271 in stock,3178,"Categories: Daunting, Pokemon"
Furfrou,£60.00,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","['Fur Coat', 'furfrou', 'Poodle']",180 in stock,6858,"Categories: Pokemon, Poodle"
Espurr,£168.00,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.","['espurr', 'Keen Eye', 'Restraint']",169 in stock,6882,"Categories: Pokemon, Restraint"
Honedge,£73.00,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.","['honedge', 'No Guard', 'Sword']",101 in stock,2418,"Categories: Pokemon, Sword"
Doublade,£48.00,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","['doublade', 'No Guard', 'Sword']",144 in stock,3642,"Categories: Pokemon, Sword"
Spritzee,£48.00,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.","['Healer', 'Perfume', 'spritzee']",241 in stock,7207,"Categories: Perfume, Pokemon"
Aromatisse,£84.00,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","['aromatisse', 'Fragrance', 'Healer']",198 in stock,7781,"Categories: Fragrance, Pokemon"
Swirlix,£148.00,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","['Cotton Candy', 'Sweet Veil', 'swirlix']",129 in stock,1694,"Categories: Cotton Candy, Pokemon"
Slurpuff,£25.00,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!","['Meringue', 'slurpuff', 'Sweet Veil']",262 in stock,1013,"Categories: Meringue, Pokemon"
Inkay,£148.00,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.","['inkay', 'Revolving', 'Suction Cups']",167 in stock,5522,"Categories: Pokemon, Revolving"
Malamar,£95.00,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.","['malamar', 'Overturning', 'Suction Cups']",294 in stock,8034,"Categories: Overturning, Pokemon"
Binacle,£25.00,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","['binacle', 'Sniper', 'Two-Handed']",143 in stock,2430,"Categories: Pokemon, Two-Handed"
Barbaracle,£123.00,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.","['barbaracle', 'Collective', 'Sniper']",123 in stock,2186,"Categories: Collective, Pokemon"
Skrelp,£156.00,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,"['Mock Kelp', 'Poison Point', 'skrelp']",184 in stock,4439,"Categories: Mock Kelp, Pokemon"
Dragalge,£60.00,"Tales are told of ships that wander into seas where Dragalge live, never to return.","['dragalge', 'Mock Kelp', 'Poison Point']",254 in stock,8707,"Categories: Mock Kelp, Pokemon"
Clauncher,£148.00,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.","['clauncher', 'Mega Launcher', 'Water Gun']",152 in stock,3133,"Categories: Pokemon, Water Gun"
Clawitzer,£156.00,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.","['clawitzer', 'Howitzer', 'Mega Launcher']",65 in stock,1535,"Categories: Howitzer, Pokemon"
Helioptile,£159.00,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,"['Generator', 'helioptile', 'Sand Veil']",126 in stock,3461,"Categories: Generator, Pokemon"
Heliolisk,£165.00,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.","['Generator', 'heliolisk', 'Sand Veil']",43 in stock,3157,"Categories: Generator, Pokemon"
Tyrunt,£165.00,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,"['Royal Heir', 'Strong Jaw', 'tyrunt']",148 in stock,6058,"Categories: Pokemon, Royal Heir"
Tyrantrum,£55.00,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.","['Despot', 'Strong Jaw', 'tyrantrum']",58 in stock,2750,"Categories: Despot, Pokemon"
Amaura,£185.00,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,"['amaura', 'Refrigerate', 'Tundra']",187 in stock,3786,"Categories: Pokemon, Tundra"
Aurorus,£87.00,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.","['aurorus', 'Refrigerate', 'Tundra']",243 in stock,3008,"Categories: Pokemon, Tundra"
Sylveon,£55.00,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,"['Cute Charm', 'Intertwining', 'sylveon']",20 in stock,8161,"Categories: Intertwining, Pokemon"
Hawlucha,£76.00,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.","['hawlucha', 'Limber', 'Wrestling']",30 in stock,2009,"Categories: Pokemon, Wrestling"
Dedenne,£48.00,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.","['Antenna', 'dedenne', 'Pickup']",71 in stock,3410,"Categories: Antenna, Pokemon"
Carbink,£48.00,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,"['carbink', 'Clear Body', 'Jewel']",290 in stock,1834,"Categories: Jewel, Pokemon"
Goomy,£84.00,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,"['goomy', 'Hydration', 'Soft Tissue']",122 in stock,3506,"Categories: Pokemon, Soft Tissue"
Sliggoo,£95.00,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.","['Hydration', 'sliggoo', 'Soft Tissue']",232 in stock,8675,"Categories: Pokemon, Soft Tissue"
Goodra,£87.00,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,"['Dragon', 'goodra', 'Hydration']",185 in stock,1614,"Categories: Dragon, Pokemon"
Klefki,£95.00,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.","['Key Ring', 'klefki', 'Prankster']",30 in stock,2856,"Categories: Key Ring, Pokemon"
Trevenant,£168.00,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.","['Elder Tree', 'Natural Cure', 'trevenant']",167 in stock,3436,"Categories: Elder Tree, Pokemon"
Bergmite,£48.00,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.","['bergmite', 'Ice Chunk', 'Own Tempo']",248 in stock,7042,"Categories: Ice Chunk, Pokemon"
Avalugg,£165.00,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,"['avalugg', 'Iceberg', 'Own Tempo']",156 in stock,5514,"Categories: Iceberg, Pokemon"
Noibat,£159.00,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.","['Frisk', 'noibat', 'Sound Wave']",136 in stock,6099,"Categories: Pokemon, Sound Wave"
Noivern,£168.00,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,"['Frisk', 'noivern', 'Sound Wave']",159 in stock,1413,"Categories: Pokemon, Sound Wave"
Xerneas,£165.00,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.","['Fairy Aura', 'Life', 'xerneas']",171 in stock,6107,"Categories: Life, Pokemon"
Yveltal,£105.00,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.","['Dark Aura', 'Destruction', 'yveltal']",215 in stock,4540,"Categories: Destruction, Pokemon"
Zygarde,£156.00,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,"['Aura Break', 'Order', 'zygarde']",80 in stock,5609,"Categories: Order, Pokemon"
Diancie,£130.00,It can instantly create many diamonds by compressing the carbon in the air between its hands.,"['Clear Body', 'diancie', 'Jewel']",231 in stock,1266,"Categories: Jewel, Pokemon"
Hoopa,£95.00,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","['hoopa', 'Magician', 'Mischief']",45 in stock,3194,"Categories: Mischief, Pokemon"
Volcanion,£168.00,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,"['Steam', 'volcanion', 'Water Absorb']",238 in stock,4693,"Categories: Pokemon, Steam"
Dartrix,£123.00,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,"['Blade Quill', 'dartrix', 'Overgrow']",169 in stock,4851,"Categories: Blade Quill, Pokemon"
Decidueye,£25.00,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.","['Arrow Quill', 'decidueye', 'Overgrow']",268 in stock,7059,"Categories: Arrow Quill, Pokemon"
Litten,£133.00,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,"['Blaze', 'Fire Cat', 'litten']",150 in stock,6456,"Categories: Fire Cat, Pokemon"
Torracat,£55.00,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.","['Blaze', 'Fire Cat', 'torracat']",186 in stock,9406,"Categories: Fire Cat, Pokemon"
